"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMU56000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001021000001","Statewide","Mining, Quarrying, and Oil and Gas Extraction","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001021100001","Statewide","Oil and Gas Extraction","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001021200001","Statewide","Mining (except Oil and Gas)","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001021210001","Statewide","Coal Mining","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001021300001","Statewide","Support Activities for Mining","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001021311201","Statewide","Support Activities for Oil and Gas Operations","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000002023700001","Statewide","Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004142300001","Statewide","Merchant Wholesalers, Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004244510001","Statewide","Grocery Stores","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004244700001","Statewide","Gasoline Stations","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004245200001","Statewide","General Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004245300001","Statewide","Miscellaneous Store Retailers","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004322000001","Statewide","Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004340008901","Statewide","Transportation and Warehousing","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000004348400001","Statewide","Truck Transportation","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006054130001","Statewide","Architectural, Engineering, and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006562110001","Statewide","Offices of Physicians","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000008081100001","Statewide","Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMU56000009093262201","Statewide","Local Government Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Wyoming"
"SMS55000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000002000000001","Statewide","Construction","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
"SMS55000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Wisconsin"
